codigo_modelo,fecha,lambda_t,lambda_li_95,lambda_ls_95,pi_estrella_t,c0_t,c_t,d_t
M3,2010-09-01,0.7564301606825373,0.6727728320322903,0.8400874893327843,6.28153836710181,3.5540385090405713,0.18218423158434482,0.2520246673608444
M3,2010-10-01,0.7550010725405873,0.6723474699077391,0.8376546751734356,6.342899048378061,3.581975767822066,0.18325315426269057,0.2520246673608444
M3,2010-11-01,0.7543964338946011,0.6729040119045202,0.835888855884682,6.363652969529343,3.5908179748320985,0.18370540905504865,0.2520246673608443
M3,2010-12-01,0.7554597856239722,0.6751238109915904,0.835795760256354,6.313345445300925,3.5674523398648996,0.18291004819155973,0.2520246673608446
M3,2011-01-01,0.7571658269378405,0.6778311787025088,0.8365004751731723,6.239039253240512,3.5334259836774335,0.18163397137232293,0.2520246673608446
M3,2011-02-01,0.7574536692473348,0.6790227300827906,0.8358846084118791,6.217053755853158,3.5223132122872203,0.18141867242513143,0.25202466736084445
M3,2011-03-01,0.7573082376821061,0.6798751452915357,0.8347413300726765,6.2122234355101416,3.51890080128515,0.18152745164850956,0.2520246673608445
M3,2011-04-01,0.7583616541172234,0.6819205050572179,0.834802803177229,6.162453573717156,3.4955643475505904,0.1807395221400451,0.2520246673608445
M3,2011-05-01,0.7608601911101033,0.6855876237152626,0.836132758504944,6.056896016391887,3.44700771497809,0.17887067810168464,0.25202466736084417
M3,2011-06-01,0.7613540319958607,0.6873101830881196,0.8353978809036018,6.020913624692513,3.4287539782767937,0.17850129730088934,0.2520246673608443
M3,2011-07-01,0.7629204660784761,0.6898913552144601,0.8359495769424921,5.9509596280629,3.3958894595015083,0.17732964324688785,0.25202466736084417
M3,2011-08-01,0.7629304811208788,0.6908808981294083,0.8349800641123493,5.930273985471073,3.384129710434308,0.17732215224221531,0.2520246673608441
M3,2011-09-01,0.7615876480694703,0.6902322628547181,0.8329430332842226,5.949465189636567,3.3891055536038097,0.17832655824052138,0.2520246673608442
M3,2011-10-01,0.7618631242163144,0.6905969226187696,0.8331293258138592,5.923615140831422,3.375600662107691,0.17812050887795153,0.2520246673608443
M3,2011-11-01,0.7640260331247213,0.6924658144566048,0.8355862517928377,5.843538410623835,3.3394222422372284,0.1765027063677177,0.2520246673608442
M3,2011-12-01,0.7654590990079145,0.693491966783234,0.8374262312325951,5.786102846908864,3.3128015014679284,0.17543080843704242,0.2520246673608443
M3,2012-01-01,0.7648933548397726,0.692546828754438,0.8372398809251073,5.794101308217557,3.314929129240844,0.17585397111939705,0.25202466736084417
M3,2012-02-01,0.7652585931876221,0.6922976928383002,0.838219493536944,5.772207586072827,3.303980168322669,0.1755807818446717,0.25202466736084417
M3,2012-03-01,0.7678588789252694,0.6942503791559805,0.8414673786945582,5.6713004307441475,3.257251855921485,0.17363583225509824,0.25202466736084406
M3,2012-04-01,0.7690998562172824,0.6948709863265956,0.8433287261079692,5.620722465125252,3.2334202016880416,0.1727076118523071,0.2520246673608441
M3,2012-05-01,0.7710974203054745,0.6962948017700419,0.845900038840907,5.539734934567803,3.1951077663251097,0.17121348318897364,0.2520246673608441
M3,2012-06-01,0.7728832224011077,0.6975702957504841,0.8481961490517314,5.468132418538496,3.16111414762243,0.1698777472724646,0.2520246673608441
M3,2012-07-01,0.7744668474981683,0.6987178603318231,0.8502158346645134,5.406062197203295,3.1316350508410404,0.16869323476371506,0.252024667360844
M3,2012-08-01,0.7756249949009384,0.6995525116564848,0.851697478145392,5.365582667417779,3.112834004071252,0.16782696907488293,0.25202466736084395
M3,2012-09-01,0.7758541816120275,0.6996428613715844,0.8520655018524705,5.380342527874832,3.122319243594806,0.16765554306841965,0.25202466736084395
